category,query_id,table,column,clause,priority,priority_score,needs_index,is_full_scan,clause_weight,full_scan_bonus
aggregation,Q022,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q026,orders,o_orderpriority,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q026,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q034,part,p_mfgr,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q034,part,p_mfgr,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q037,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q037,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q038,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q038,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q038,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q039,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q039,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q039,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q044,lineitem,l_linestatus,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q044,lineitem,l_linestatus,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q056,part,p_container,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q056,part,p_container,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q057,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q057,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q057,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q062,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q062,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q062,orders,o_custkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q062,orders,o_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q062,orders,o_custkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q063,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q063,lineitem,l_returnflag,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q063,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q063,lineitem,l_returnflag,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q063,lineitem,l_shipmode,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q063,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q063,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q063,lineitem,l_returnflag,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q065,part,p_container,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q065,part,p_brand,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q065,part,p_brand,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q065,part,p_brand,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q065,part,p_container,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q065,part,p_container,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q066,part,p_type,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q066,part,p_type,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q066,part,p_partkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q066,part,p_brand,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q066,part,p_brand,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q068,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q068,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q068,lineitem,l_shipmode,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q068,lineitem,l_linestatus,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q068,lineitem,l_linestatus,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q068,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q068,lineitem,l_linestatus,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q069,customer,c_mktsegment,SELECT,HIGH,0.9983,0,1,1.0,2.0
aggregation,Q069,customer,c_nationkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q069,customer,c_mktsegment,GROUP_BY,HIGH,0.9983,0,1,1.5,2.0
aggregation,Q069,customer,c_custkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q070,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q070,lineitem,l_suppkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q070,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q070,lineitem,l_suppkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q070,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q070,lineitem,l_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q071,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q071,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q071,orders,o_orderpriority,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q071,orders,o_orderdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q071,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q072,customer,c_acctbal,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q072,customer,c_mktsegment,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q072,customer,c_mktsegment,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q072,customer,c_nationkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q072,customer,c_nationkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q072,customer,c_nationkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q073,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q073,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q073,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q073,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q073,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q073,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q074,part,p_brand,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q074,part,p_mfgr,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q074,part,p_mfgr,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q074,part,p_brand,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q074,part,p_brand,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q074,part,p_mfgr,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q079,orders,o_clerk,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q079,orders,o_clerk,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q079,orders,o_orderdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q079,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q079,orders,o_clerk,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q080,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q080,lineitem,l_partkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q080,lineitem,l_returnflag,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q080,lineitem,l_returnflag,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q080,lineitem,l_partkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q080,lineitem,l_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q081,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q081,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q081,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q081,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q081,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q081,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q082,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q082,lineitem,l_returnflag,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q082,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q082,lineitem,l_returnflag,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q082,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q082,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q083,part,p_size,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q083,part,p_container,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q083,part,p_size,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q083,part,p_container,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q083,part,p_size,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q083,part,p_container,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q085,part,p_type,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q085,part,p_retailprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q085,part,p_type,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q085,part,p_size,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q085,part,p_type,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q085,part,p_size,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q085,part,p_size,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q087,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q087,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q087,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q087,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q087,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q087,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q088,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q088,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q088,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q088,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q088,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q088,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q089,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q089,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q089,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q089,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q089,lineitem,l_shipmode,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q089,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q089,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q090,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q090,lineitem,l_returnflag,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q090,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q090,lineitem,l_returnflag,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q090,lineitem,l_returnflag,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q094,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q094,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q094,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q094,lineitem,l_discount,HAVING,HIGH,1.0,0,1,1.0,2.0
aggregation,Q097,part,p_mfgr,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q097,part,p_mfgr,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q100,partsupp,ps_availqty,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q100,partsupp,ps_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q100,partsupp,ps_availqty,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q100,partsupp,ps_availqty,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q100,partsupp,ps_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q102,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q102,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q102,lineitem,l_quantity,HAVING,HIGH,1.0,0,1,1.0,2.0
aggregation,Q102,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q104,orders,o_clerk,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q104,orders,o_clerk,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q112,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q112,orders,o_totalprice,HAVING,HIGH,1.0,0,1,1.0,2.0
aggregation,Q112,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q112,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q114,part,p_size,HAVING,HIGH,1.0,0,1,1.0,2.0
aggregation,Q114,part,p_container,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q114,part,p_size,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q114,part,p_container,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q125,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q125,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q125,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q126,part,p_partkey,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q126,part,p_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q126,part,p_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q127,customer,c_custkey,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q127,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q127,customer,c_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q130,supplier,s_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q130,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q130,supplier,s_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q130,supplier,s_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q132,lineitem,l_extendedprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q132,lineitem,l_discount,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q132,lineitem,l_partkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q132,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q132,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q133,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q133,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q133,orders,o_orderpriority,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q133,orders,o_orderdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q133,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q135,nation,n_nationkey,SELECT,HIGH,0.9956,0,1,1.0,2.0
aggregation,Q135,nation,n_name,GROUP_BY,HIGH,0.9956,0,1,1.5,2.0
aggregation,Q135,nation,n_name,SELECT,HIGH,0.9956,0,1,1.0,2.0
aggregation,Q135,nation,n_nationkey,JOIN_ON,HIGH,0.9956,0,1,2.5,2.0
aggregation,Q137,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q137,customer,c_acctbal,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q137,customer,c_custkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q137,customer,c_acctbal,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q137,customer,c_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q138,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q138,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q138,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q138,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q138,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q138,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q139,part,p_retailprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q139,part,p_type,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q139,part,p_type,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q139,part,p_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q141,nation,n_nationkey,JOIN_ON,HIGH,0.9942,0,1,2.5,2.0
aggregation,Q141,nation,n_name,SELECT,HIGH,0.9942,0,1,1.0,2.0
aggregation,Q141,nation,n_name,GROUP_BY,HIGH,0.9942,0,1,1.5,2.0
aggregation,Q143,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q143,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q143,orders,o_orderkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q143,orders,o_orderkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q143,orders,o_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q146,orders,o_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q146,orders,o_totalprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q146,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q146,orders,o_custkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q152,lineitem,l_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q152,lineitem,l_extendedprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q152,lineitem,l_orderkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q152,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q152,lineitem,l_linenumber,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q153,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q153,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q153,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q153,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q153,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q153,lineitem,l_shipmode,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q155,nation,n_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q155,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q155,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q155,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q156,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q156,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q156,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q156,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q156,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q156,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q158,partsupp,ps_availqty,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q158,partsupp,ps_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
